#Tax Id	C1	C2	C3	C4	C5	C6	T1	T2	T3	T4	T5	T6
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_pasteurianum	0.014552	0.019011	0.003876	0.009637	0.030180	0.020680	0.022300	0.004018	0.002645	0.042661	0.012971	0.030966
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bornimense	0.018602	0.016338	0.003876	0.009301	0.041529	0.024255	0.023671	0.006054	0.002809	0.048059	0.017728	0.049053
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_brennaborense	0.012697	0.027224	0.005436	0.017103	0.039004	0.038169	0.024259	0.003805	0.001894	0.033883	0.046685	0.079693
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Brucellaceae|g__Brucella|s__Brucella_anthropi	0.004520	0.010712	0.007642	0.006691	0.018321	0.011032	0.009827	0.004849	0.004452	0.007717	0.010960	0.015855
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Aquimarina|s__Aquimarina_sp	0.015623	0.012518	0.003832	0.007802	0.013758	0.010551	0.013713	0.007141	0.002754	0.012089	0.023097	0.016297
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tenuifilaceae|g__Tenuifilum|s__Tenuifilum_thalassicum	0.024611	0.019480	0.009825	0.013564	0.023208	0.017124	0.021940	0.018662	0.001872	0.029246	0.035700	0.022434
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Elizabethkingia|s__Elizabethkingia_anophelis	0.022834	0.019810	0.007642	0.011006	0.017719	0.013838	0.010350	0.009880	0.001872	0.015832	0.013927	0.011949
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_agri	0.010999	0.012709	0.004367	0.010024	0.006624	0.009014	0.011297	0.006064	0.001862	0.008678	0.016869	0.007067
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_rubeus	0.020587	0.020730	0.005882	0.014726	0.026543	0.018105	0.018806	0.016936	0.001862	0.028385	0.037073	0.019784
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_hydrophila	0.022808	0.013438	0.006505	0.009120	0.012206	0.016125	0.021222	0.013365	0.001851	0.024808	0.020106	0.016343
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis	0.011051	0.017206	0.010516	0.006226	0.010191	0.005516	0.007640	0.004018	0.001840	0.009407	0.006424	0.008532
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Acetivibrio|s__Acetivibrio_clariflavus	0.011966	0.020314	0.004523	0.010386	0.024389	0.011685	0.015280	0.002579	0.001829	0.024543	0.015128	0.024317
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Delftia|s__Delftia_acidovorans	0.007341	0.004948	0.004656	0.004289	0.005003	0.005554	0.007542	0.005404	0.002123	0.008578	0.007258	0.007997
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_kluyveri	0.024167	0.010782	0.004656	0.013357	0.024551	0.016548	0.014300	0.005340	0.001807	0.038553	0.014834	0.028223
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Alicycliphilus|s__Alicycliphilus_denitrificans	0.009928	0.011337	0.005837	0.011600	0.011975	0.003190	0.007836	0.005457	0.002036	0.025636	0.006351	0.010113
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiales_Family_XIII._Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_diversum	0.013011	0.019272	0.005124	0.005555	0.017765	0.005324	0.017467	0.003389	0.001807	0.023549	0.005688	0.013344
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_varium	0.019359	0.026460	0.008911	0.004289	0.012832	0.007995	0.008652	0.692356	0.257460	0.008810	0.015153	0.012275
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibaculum|s__Faecalibaculum_rodentium	0.011495	0.010782	0.004634	0.008888	0.019965	0.012819	0.017500	0.007983	0.001796	0.023814	0.010715	0.026479
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parolsenella|s__Parolsenella_catena	0.017478	0.010157	0.007330	0.008758	0.025594	0.007803	0.012831	0.006448	0.001796	0.046039	0.010445	0.021713
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_sp	0.013350	0.014723	0.044179	0.004263	0.012391	0.004862	0.008424	0.009880	0.001927	0.014077	0.009415	0.008555
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_dysgalactiae	0.019229	0.017640	0.013590	0.006356	0.011697	0.008476	0.008064	0.007407	0.001796	0.011162	0.010641	0.013879
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_sp	0.018158	0.006789	0.003654	0.007182	0.030898	0.053122	0.023736	0.003677	0.002406	0.023549	0.006767	0.037034
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_avenae	0.008099	0.006198	0.004344	0.004315	0.005698	0.003152	0.008293	0.004849	0.002188	0.012156	0.007429	0.008346
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrio|s__Succinivibrio_dextrinosolvens	0.024741	0.007431	0.003631	0.026120	0.024991	0.013165	0.021940	0.045861	0.024407	0.014408	0.054629	0.012972
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Marivirgaceae|g__Marivirga|s__Marivirga_tractuosa	0.005565	0.007275	0.004233	0.007518	0.005837	0.007169	0.006269	0.004764	0.001774	0.006558	0.011230	0.008625
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_fairfieldensis	0.009823	0.008525	0.159604	0.004185	0.010098	0.003133	0.009142	0.011905	0.010222	0.022821	0.027266	0.008904
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_fermentum	0.004232	0.078546	0.029742	0.027670	0.029184	0.049470	0.007346	0.123335	0.002025	0.041104	0.144125	0.010694
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_sp	0.015806	0.009393	0.007085	0.005012	0.009056	0.006092	0.014268	0.006491	0.001753	0.019045	0.015325	0.011368
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Tissierellaceae|g__Tissierella|s__Tissierellia_sp	0.009797	0.015695	0.003587	0.008707	0.015240	0.010032	0.012276	0.003048	0.001764	0.021463	0.010862	0.019389
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sp	0.005382	0.015799	0.003832	0.004676	0.004910	0.003094	0.008456	0.003581	0.003113	0.007916	0.006326	0.008230
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Spirosoma|s__Spirosoma_montaniterrae	0.016747	0.013056	0.005525	0.005865	0.003729	0.008822	0.016455	0.008558	0.001970	0.007750	0.013927	0.009578
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactiplantibacillus|s__Lactiplantibacillus_plantarum	0.012671	0.012657	0.003899	0.006976	0.017070	0.009994	0.012668	0.014005	0.001753	0.017786	0.012358	0.020830
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__Myxococcus|s__Myxococcus_xanthus	0.011652	0.007466	0.003565	0.005451	0.007944	0.004786	0.008717	0.005841	0.002014	0.011593	0.009685	0.010531
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Echinicola|s__Echinicola_vietnamensis	0.012776	0.012518	0.003542	0.007415	0.011326	0.014107	0.016325	0.011713	0.002308	0.016230	0.023759	0.011531
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae	0.006558	0.003941	0.010671	0.006304	0.006763	0.010647	0.005191	0.004007	0.003103	0.009440	0.011720	0.010787
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Chryseobacterium|s__Chryseobacterium_camelliae	0.008282	0.006667	0.003542	0.006459	0.010052	0.008053	0.005975	0.004690	0.003690	0.015037	0.012554	0.009811
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_sp	0.011861	0.010452	0.006661	0.009714	0.038610	0.012550	0.009664	0.011788	0.001731	0.016097	0.015153	0.010996
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_caviae	0.018811	0.011476	0.005659	0.006821	0.009033	0.009667	0.019198	0.011351	0.001731	0.008843	0.016918	0.017343
k__Bacteria|p__Bacteroidetes|o__Bacteroidetes_Order_II._Incertae_sedis|f__Rhodothermaceae|g__Rhodothermus|s__Rhodothermus_marinus	0.015702	0.011459	0.007619	0.005322	0.007296	0.005151	0.015900	0.011031	0.001720	0.017289	0.015521	0.011624
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus|s__Lysinibacillus_sp	0.007420	0.012952	0.003520	0.006149	0.015588	0.008168	0.013484	0.003208	0.002232	0.024112	0.008950	0.014669
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Peptacetobacter|s__Peptacetobacter_hiranonis	0.013507	0.011494	0.003475	0.006149	0.038309	0.023640	0.018153	0.003261	0.001905	0.024907	0.010813	0.032500
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiales_Family_XIII._Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_pumilum	0.020222	0.023682	0.006283	0.006356	0.024922	0.008207	0.025858	0.002888	0.001687	0.033651	0.007675	0.016785
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Runella|s__Runella_slithyformis	0.013716	0.015539	0.005325	0.006433	0.006694	0.007899	0.017206	0.008537	0.001687	0.015501	0.015349	0.013716
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Diaphorobacter|s__Diaphorobacter_sp	0.011940	0.009046	0.003431	0.005891	0.009867	0.003190	0.008097	0.013728	0.002308	0.026100	0.010225	0.012717
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_mendocina	0.006793	0.006493	0.004122	0.003953	0.004679	0.003286	0.008848	0.005787	0.001687	0.014607	0.006988	0.006230
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_mucosae	0.010947	0.417489	0.078644	0.781275	0.054800	0.144125	0.004995	6.766065	0.015992	0.075650	0.306272	0.023434
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Dyadobacter|s__Dyadobacter_fermentans	0.018105	0.014775	0.004745	0.010205	0.016723	0.011897	0.014431	0.012385	0.001666	0.018316	0.018806	0.014902
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Porphyrobacter|s__Porphyrobacter_sp	0.007341	0.009376	0.005614	0.005684	0.006346	0.006957	0.004995	0.004285	0.002090	0.010135	0.006792	0.006440
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Pseudodesulfovibrio|s__Pseudodesulfovibrio_cashew	0.005591	0.006927	0.003409	0.004005	0.007782	0.004613	0.007118	0.004860	0.002155	0.012652	0.005076	0.006068
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_uli	0.012175	0.011563	0.007686	0.005529	0.014800	0.007668	0.012048	0.006736	0.001666	0.027855	0.010077	0.016297
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter_necessarius	0.005486	0.008386	0.003565	0.004780	0.006532	0.007092	0.007575	0.003634	0.001655	0.008347	0.008827	0.007765
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_garvieae	0.009797	0.013612	0.004389	0.003927	0.013573	0.009398	0.014856	0.004242	0.001666	0.008943	0.009023	0.013065
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Euzebyella|s__Euzebyella_marina	0.011626	0.008872	0.003386	0.006252	0.005721	0.006669	0.009664	0.004391	0.002134	0.011394	0.008778	0.011694
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_marisflavi	0.006610	0.005782	0.003364	0.005141	0.015310	0.006400	0.006399	0.002696	0.001644	0.019343	0.006252	0.010740
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum	0.010607	0.020453	0.010850	0.014442	0.029369	0.015375	0.012341	0.004508	0.001644	0.042296	0.010739	0.033779
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Denitrobacterium|s__Denitrobacterium_detoxificans	0.014422	0.014428	0.006528	0.006071	0.015125	0.009956	0.013909	0.005905	0.001644	0.041137	0.008557	0.014623
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_heparinus	0.008204	0.012449	0.003364	0.007079	0.005767	0.012569	0.011003	0.011031	0.002286	0.009075	0.013069	0.006719
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Paraflavitalea|s__Paraflavitalea_soli	0.016590	0.016372	0.004478	0.006821	0.007087	0.008802	0.017533	0.010829	0.001644	0.010069	0.015717	0.008602
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum|s__Azospirillum_sp	0.008543	0.008212	0.004300	0.003901	0.007041	0.006496	0.009501	0.004402	0.002134	0.019707	0.007969	0.010043
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Metabacillus|s__Metabacillus_sp	0.006558	0.007275	0.003498	0.003875	0.014198	0.006957	0.007281	0.002750	0.002047	0.011328	0.006522	0.011833
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Erythrobacter|s__Erythrobacter_sp	0.011443	0.009619	0.004433	0.003875	0.009774	0.006727	0.010219	0.007098	0.001666	0.011559	0.008606	0.008764
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas_hypermegale	0.009144	0.007535	0.003320	0.004289	0.013318	0.005574	0.011656	0.006235	0.001818	0.015501	0.009121	0.013251
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_cellulovorans	0.012044	0.010122	0.003320	0.008397	0.027238	0.013742	0.012570	0.003304	0.003810	0.028650	0.013976	0.030106
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Rhodocytophaga|s__Rhodocytophaga_rosea	0.006793	0.010521	0.003320	0.003927	0.011836	0.006804	0.011068	0.006640	0.001796	0.018912	0.008533	0.009183
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales|f__Planctomycetaceae|g__Planctomyces|s__Planctomyces_sp	0.009484	0.008941	0.003587	0.003824	0.005698	0.004344	0.010089	0.005915	0.001698	0.014739	0.009317	0.010624
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis	0.013350	0.025001	0.007708	0.012272	0.013966	0.007092	0.021875	0.003730	0.001611	0.029909	0.006449	0.049076
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_sp	0.019098	0.015088	0.011852	0.003824	0.017580	0.006554	0.014790	0.008281	0.004159	0.039183	0.016943	0.017157
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Stappiaceae|g__Labrenzia|s__Labrenzia_sp	0.007838	0.010660	0.004990	0.008707	0.012229	0.010013	0.009632	0.006704	0.001611	0.011493	0.007429	0.012205
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Planobacterium|s__Chryseobacterium_taklimakanense	0.013403	0.016442	0.004478	0.005632	0.013503	0.012762	0.014594	0.011031	0.001611	0.045277	0.017139	0.014739
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_sp	0.013507	0.015261	0.014526	0.003824	0.010631	0.008341	0.013288	0.008494	0.003201	0.019442	0.018537	0.013437
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_glutamicum	0.009928	0.007674	0.006728	0.003798	0.023625	0.015779	0.006595	0.016563	0.003897	0.022423	0.005272	0.020574
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis	0.010659	0.014376	0.007842	0.004030	0.010932	0.009033	0.008587	0.004988	0.001600	0.009638	0.008704	0.011298
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Shinella|s__Shinella_sp	0.008230	0.007257	0.004211	0.007079	0.007968	0.002825	0.006171	0.005894	0.003320	0.018581	0.008459	0.010810
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Leptolyngbyaceae|g__Leptolyngbya|s__Leptolyngbya_sp	0.016642	0.006129	0.004968	0.020669	0.009380	0.020123	0.012048	0.005478	0.001600	0.013182	0.015276	0.010461
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_casseliflavus	0.013089	0.019619	0.004344	0.003798	0.008940	0.007457	0.011460	0.007535	0.002188	0.015203	0.007331	0.015925
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Acetivibrio|s__Acetivibrio_thermocellus	0.011861	0.015539	0.004300	0.010283	0.022698	0.010859	0.015476	0.003304	0.001600	0.022655	0.010004	0.019761
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_constellatus	0.059176	0.088755	0.046406	0.014675	0.013874	0.008899	0.005910	0.019952	0.005051	0.025007	0.003580	0.028827
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Brevibacillus|s__Brevibacillus_brevis	0.009014	0.008889	0.003498	0.006175	0.011257	0.007342	0.007999	0.004679	0.001589	0.010864	0.011279	0.011787
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Planococcus|s__Planococcus_sp	0.008491	0.015938	0.003253	0.004728	0.017441	0.007880	0.011003	0.004999	0.001807	0.013348	0.008508	0.011717
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Pontibacter|s__Pontibacter_sp	0.020796	0.012952	0.007196	0.003772	0.011650	0.008360	0.018578	0.009667	0.002439	0.019740	0.024323	0.010926
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_sp	0.007341	0.006181	0.004367	0.003746	0.004933	0.002844	0.008424	0.005116	0.002449	0.010102	0.003751	0.007811
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_velezensis	0.010529	0.012518	0.004745	0.004340	0.018993	0.013184	0.012799	0.004636	0.001568	0.032525	0.012529	0.028362
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Desulfotomaculum|s__Desulfotomaculum_ruminis	0.008334	0.017084	0.007931	0.006511	0.010979	0.005305	0.010350	0.004615	0.001568	0.020469	0.005713	0.011670
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Rhodoferax|s__Rhodoferax_sp	0.009118	0.008230	0.003966	0.006614	0.007134	0.006131	0.010480	0.006352	0.001568	0.009870	0.012088	0.007323
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Thiovulaceae|g__Sulfurimonas|s__Sulfurimonas_sp	0.011025	0.007639	0.003208	0.005710	0.015287	0.008918	0.013615	0.005105	0.001807	0.021761	0.013265	0.015669
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_sp	0.017295	0.006736	0.003208	0.007596	0.010284	0.008687	0.009011	0.007365	0.002286	0.019343	0.012284	0.011973
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum|s__Azospirillum_brasilense	0.009353	0.008386	0.005391	0.003695	0.007991	0.005977	0.008946	0.006256	0.002123	0.020767	0.011254	0.008974
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Luteimonas|s__Luteimonas_sp	0.008961	0.007309	0.003208	0.003695	0.007713	0.003267	0.011852	0.069906	0.002602	0.011990	0.006988	0.005905
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Cobetia|s__Cobetia_sp	0.005513	0.008039	0.003186	0.004625	0.003775	0.004074	0.008391	0.005446	0.001938	0.007585	0.006841	0.003766
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_crispatus	0.008177	0.041061	0.282627	0.042965	0.011118	0.059887	0.005191	0.038209	0.001546	0.008314	0.013633	0.006974
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_stomatis	0.009040	0.011372	0.003164	0.004805	0.004007	0.007226	0.011950	0.008931	0.001970	0.007254	0.014123	0.010624
