#Tax Id	C1	C2	C3	C4	C5	C6	T1	T2	T3	T4	T5	T6
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Saccharospirillaceae|g__Reinekea|s__Reinekea_forsetii	0.002116	0.000955	0.000557	0.001628	0.001783	0.001192	0.002416	0.000714	0.000544	0.003312	0.002599	0.001860
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_cypripedii	0.002822	0.001892	0.001626	0.000646	0.002200	0.001345	0.001959	0.000959	0.000490	0.007187	0.002869	0.002371
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Acholeplasma|s__Acholeplasma_axanthum	0.002691	0.003160	0.000535	0.004728	0.017093	0.007034	0.004832	0.000384	0.000425	0.007784	0.004193	0.014181
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Malaciobacter|s__Malaciobacter_pacificus	0.001959	0.002170	0.000535	0.001240	0.002386	0.000865	0.001306	0.000714	0.001165	0.003412	0.001888	0.002929
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Hydrogenovibrio|s__Hydrogenovibrio_marinus	0.001176	0.000851	0.000535	0.001111	0.001112	0.001903	0.001992	0.001044	0.000359	0.000961	0.002771	0.001534
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Marinomonas|s__Marinomonas_sp	0.002404	0.001493	0.000869	0.002351	0.003080	0.001730	0.002612	0.000469	0.000261	0.003080	0.003506	0.004580
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales|f__Nakamurellaceae|g__Nakamurella|s__Nakamurella_panacisegetis	0.001959	0.001094	0.000602	0.001602	0.001413	0.000999	0.001273	0.000789	0.000261	0.001822	0.001496	0.002092
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Budviciaceae|g__Leminorella|s__Leminorella_richardii	0.001202	0.001511	0.000713	0.000620	0.001459	0.001230	0.001926	0.000853	0.000947	0.001987	0.002207	0.002627
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Saccharomonospora|s__Saccharomonospora_glauca	0.003344	0.001372	0.000757	0.001266	0.002085	0.000980	0.002481	0.001332	0.000261	0.006657	0.002525	0.001953
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Frateuria|s__Frateuria_aurantia	0.002665	0.001493	0.000535	0.002532	0.001320	0.002460	0.002383	0.001950	0.000337	0.004107	0.001986	0.002952
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Tateyamaria|s__Tateyamaria_omphalii	0.002090	0.001424	0.000869	0.000620	0.001482	0.000846	0.002449	0.001162	0.000370	0.001855	0.001716	0.001744
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_schindleri	0.003396	0.001771	0.000535	0.001033	0.005373	0.002076	0.004342	0.004796	0.000523	0.003279	0.004144	0.006207
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_pratensis	0.001777	0.001267	0.001448	0.001188	0.002015	0.001230	0.002318	0.001588	0.000261	0.004505	0.002329	0.003580
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Meiothermus|s__Meiothermus_silvanus	0.001986	0.002066	0.000958	0.001653	0.005281	0.000923	0.001535	0.000863	0.000261	0.003975	0.002942	0.001604
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_caffeinilytica	0.001672	0.001129	0.000646	0.000878	0.001204	0.000461	0.000816	0.001076	0.000588	0.003941	0.001814	0.004231
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Pirellulales|f__Lacipirellulaceae|g__Aeoliella|s__Aeoliella_mucimassa	0.004363	0.001945	0.000980	0.002713	0.004285	0.002960	0.003657	0.001897	0.000261	0.007419	0.004659	0.002743
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_xanthomarina	0.001724	0.001111	0.000980	0.000878	0.002571	0.001576	0.001828	0.002835	0.000261	0.005631	0.001741	0.001976
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae|g__Janibacter|s__Janibacter_limosus	0.001150	0.001076	0.000713	0.001085	0.001436	0.001134	0.000784	0.001577	0.000272	0.001590	0.001079	0.001558
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_atypicum	0.002195	0.002344	0.001158	0.000982	0.002131	0.001518	0.001437	0.000863	0.000261	0.007121	0.001201	0.003278
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Halobacillus|s__Halobacillus_mangrovi	0.001568	0.001059	0.000535	0.001834	0.003914	0.001883	0.001894	0.000522	0.000490	0.001987	0.003138	0.003789
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales|f__Micromonosporaceae|g__Micromonospora|s__Micromonospora_maris	0.001724	0.001597	0.001626	0.000620	0.001367	0.000673	0.002155	0.001364	0.000501	0.001822	0.001226	0.001209
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Neomicrococcus|s__Neomicrococcus_aestuarii	0.001724	0.000938	0.000535	0.000878	0.001204	0.001595	0.001502	0.000693	0.000523	0.002120	0.001913	0.001976
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Rhodoferax|s__Rhodoferax_ferrireducens	0.003527	0.003542	0.001871	0.000620	0.001181	0.000730	0.002645	0.001950	0.000697	0.003412	0.002501	0.002650
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Listeria|s__Listeria_grayi	0.002247	0.001111	0.000535	0.000956	0.002501	0.001403	0.001469	0.000501	0.000261	0.002352	0.002305	0.003487
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Microlunatus|s__Microlunatus_soli	0.002639	0.002535	0.001849	0.001085	0.002131	0.002018	0.002155	0.002004	0.000261	0.003279	0.002084	0.003720
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_kanamyceticus	0.002508	0.002066	0.000691	0.000672	0.001552	0.000999	0.002122	0.001044	0.000261	0.004206	0.001447	0.002395
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium_japonicum	0.001907	0.001094	0.000535	0.000878	0.002131	0.001480	0.000947	0.000597	0.000283	0.001292	0.001913	0.001372
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Avibacterium|s__Avibacterium_volantium	0.001332	0.002917	0.004523	0.000853	0.002640	0.001192	0.002514	0.000608	0.000261	0.001921	0.001814	0.001767
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_ulcerans	0.004076	0.002830	0.001738	0.002558	0.003011	0.003498	0.003330	0.001705	0.000261	0.004240	0.004610	0.004417
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Luteimonas|s__Luteimonas_granuli	0.001777	0.001302	0.001158	0.000620	0.002594	0.000692	0.001404	0.019152	0.000904	0.001656	0.002795	0.002650
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae|g__Microbulbifer|s__Microbulbifer_hydrolyticus	0.002456	0.001424	0.000646	0.002222	0.001691	0.001268	0.002285	0.002249	0.000261	0.001987	0.002820	0.002302
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_encheleia	0.001568	0.001545	0.000869	0.001240	0.001482	0.000692	0.001404	0.001258	0.000261	0.001888	0.001863	0.002557
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Sanguibacteraceae|g__Sanguibacter|s__Sanguibacter_keddieii	0.001150	0.002170	0.001270	0.000620	0.001367	0.000673	0.001339	0.000831	0.000381	0.003080	0.001398	0.001837
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__Devosia|s__Devosia_ginsengisoli	0.002221	0.002136	0.001448	0.000620	0.001760	0.000769	0.001077	0.001513	0.000370	0.002583	0.002035	0.002255
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kosakonia|s__Kosakonia_sp	0.002586	0.004931	0.004790	0.000620	0.003914	0.002114	0.003396	0.001780	0.000588	0.006889	0.005296	0.005719
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales|f__Micromonosporaceae|g__Micromonospora|s__Micromonospora_echinofusca	0.002325	0.001840	0.001136	0.000620	0.001158	0.000980	0.002416	0.001812	0.000446	0.004637	0.001814	0.002813
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Allokutzneria|s__Allokutzneria_albata	0.002456	0.001910	0.001158	0.000620	0.001644	0.002268	0.003004	0.001652	0.000446	0.005929	0.002256	0.002720
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Thermanaeromonas|s__Thermanaeromonas_toyohensis	0.001463	0.000955	0.001047	0.000620	0.001575	0.000750	0.002188	0.000661	0.000457	0.003080	0.002452	0.003324
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_auricularis	0.000758	0.001476	0.000535	0.003359	0.003382	0.002268	0.001077	0.000416	0.001034	0.002385	0.001152	0.002139
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_cystitidis	0.002142	0.001302	0.001114	0.003126	0.001899	0.001518	0.001992	0.001300	0.000261	0.002285	0.002256	0.003138
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Beijerinckiaceae|g__Beijerinckia|s__Beijerinckia_indica	0.000862	0.001632	0.000757	0.002377	0.001436	0.001845	0.000784	0.000703	0.000272	0.002749	0.000687	0.000837
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Halieaceae|g__Kineobactrum|s__Kineobactrum_salinum	0.002273	0.003455	0.001805	0.000620	0.002664	0.001345	0.003559	0.002036	0.000435	0.003378	0.003506	0.002906
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelothrix|s__Erysipelothrix_inopinata	0.002430	0.002691	0.000535	0.002739	0.007852	0.004209	0.003102	0.000458	0.000348	0.004008	0.002673	0.005765
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobulbaceae|g__Desulfocapsa|s__Desulfocapsa_sulfexigens	0.002665	0.001215	0.000535	0.002222	0.006184	0.004632	0.002155	0.001098	0.000544	0.002815	0.002991	0.003069
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Adhaeribacter|s__Adhaeribacter_radiodurans	0.003605	0.004063	0.002629	0.001860	0.003080	0.003729	0.005616	0.004018	0.000261	0.003975	0.007478	0.004557
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_furukawaii	0.002012	0.002483	0.001515	0.001163	0.002154	0.001038	0.002612	0.001513	0.000261	0.014739	0.008165	0.011019
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales|f__Micromonosporaceae|g__Micromonospora|s__Micromonospora_krabiensis	0.002273	0.002031	0.000602	0.001188	0.001644	0.000923	0.001339	0.001354	0.000261	0.005432	0.001471	0.001813
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_branderi	0.000967	0.003004	0.000535	0.001111	0.000672	0.000865	0.001306	0.000533	0.000348	0.001954	0.000687	0.001255
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Pirellulales|f__Pirellulaceae|g__Bremerella|s__Bremerella_volcania	0.006401	0.003021	0.001314	0.001447	0.002455	0.001057	0.002612	0.000778	0.000261	0.002981	0.005983	0.002255
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_haemolyticus	0.001385	0.000712	0.001849	0.003359	0.004632	0.000788	0.001208	0.000256	0.000816	0.002153	0.002133	0.001674
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Oceanobacillus|s__Oceanobacillus_kimchii	0.001933	0.001528	0.000535	0.001343	0.005119	0.002671	0.001959	0.000885	0.001197	0.002451	0.002231	0.003371
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Sulfurovaceae|g__Sulfurovum|s__Sulfurovum_indicum	0.003005	0.005278	0.000646	0.002274	0.002455	0.003248	0.003232	0.000671	0.000261	0.005929	0.003555	0.003464
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_deserti	0.003318	0.001615	0.000980	0.000620	0.001482	0.001019	0.002677	0.001290	0.000261	0.002749	0.002305	0.001744
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Moraxella|s__Moraxella_bovis	0.001437	0.000694	0.000824	0.000749	0.001343	0.000653	0.001371	0.000970	0.000446	0.000795	0.001349	0.001744
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_capitis	0.001463	0.003021	0.000847	0.004056	0.012114	0.003959	0.003591	0.001705	0.000261	0.005631	0.004634	0.011856
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Nocardia|s__Nocardia_farcinica	0.002560	0.002396	0.001693	0.000982	0.002270	0.001134	0.001828	0.001599	0.000261	0.003941	0.002011	0.002534
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_durans	0.002456	0.001910	0.001426	0.000620	0.001899	0.001172	0.001045	0.001460	0.000403	0.004869	0.001594	0.001581
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Wenzhouxiangellaceae|g__Wenzhouxiangella|s__Wenzhouxiangella_sp	0.004076	0.001667	0.000847	0.000956	0.001922	0.000461	0.001861	0.001812	0.000283	0.003710	0.002011	0.003069
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__Geobacillus_sp	0.006087	0.015122	0.001404	0.005477	0.009589	0.008341	0.012733	0.010242	0.000261	0.016826	0.011156	0.014600
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidobacterium|s__Acidobacterium_capsulatum	0.003919	0.002413	0.002139	0.003410	0.004007	0.002229	0.002938	0.001652	0.000261	0.005995	0.003163	0.003743
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_faecium	0.003135	0.003247	0.001649	0.000620	0.002247	0.001172	0.002057	0.004189	0.000435	0.004041	0.001349	0.001581
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Snodgrassella|s__Snodgrassella_alvi	0.001933	0.001840	0.000535	0.000698	0.001135	0.001115	0.003200	0.001918	0.000272	0.002517	0.002599	0.002743
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosomonas|s__Nitrosomonas_europaea	0.002586	0.002344	0.000557	0.000827	0.002108	0.001711	0.001535	0.000938	0.000261	0.002915	0.001030	0.000976
k__Bacteria|p__Elusimicrobia|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiaceae|g__Elusimicrobium|s__Elusimicrobium_minutum	0.009902	0.020192	0.001359	0.000620	0.001436	0.000961	0.016651	0.000991	0.000272	0.001490	0.059386	0.008532
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Promicromonosporaceae|g__Xylanimonas|s__Xylanimonas_allomyrinae	0.004128	0.000764	0.000535	0.000723	0.002061	0.000596	0.001926	0.001641	0.000544	0.002252	0.001128	0.001744
k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__Brevefilum|s__Brevefilum_fermentans	0.002299	0.002136	0.000602	0.001059	0.004030	0.001614	0.001926	0.001300	0.000261	0.003279	0.001594	0.004138
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_beimenensis	0.001907	0.001563	0.001069	0.001033	0.000787	0.000480	0.003657	0.001961	0.000261	0.002583	0.001937	0.001837
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Promicromonosporaceae|g__Cellulosimicrobium|s__Cellulosimicrobium_sp	0.002874	0.005348	0.001871	0.001912	0.003451	0.000884	0.001861	0.004988	0.000261	0.008446	0.001152	0.003045
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Pirellulales|f__Pirellulaceae|g__Pirellula|s__Pirellula_sp	0.002430	0.002830	0.001069	0.000723	0.001668	0.001172	0.002808	0.000959	0.000261	0.002882	0.002305	0.003301
k__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Aphanothecaceae|g__Gloeothece|s__Gloeothece_citriformis	0.001672	0.002413	0.001693	0.001679	0.003590	0.000923	0.001926	0.000693	0.000261	0.002782	0.002011	0.004138
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Nesterenkonia|s__Nesterenkonia_sp	0.002639	0.000920	0.000847	0.000904	0.003799	0.001403	0.002547	0.000821	0.000261	0.010665	0.001913	0.003766
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Altererythrobacter|s__Altererythrobacter_atlanticus	0.002377	0.001215	0.001158	0.001111	0.001089	0.000923	0.002481	0.000863	0.000261	0.003445	0.000662	0.001627
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_turfanensis	0.001489	0.002344	0.001760	0.000620	0.001181	0.000865	0.002253	0.001023	0.000305	0.002186	0.000711	0.001790
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Kozakia|s__Kozakia_baliensis	0.001594	0.001007	0.000535	0.000698	0.002108	0.000653	0.001796	0.000767	0.000359	0.001855	0.001422	0.001627
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_kefiranofaciens	0.001594	0.000955	0.000913	0.004211	0.003706	0.002806	0.002318	0.002494	0.000261	0.001888	0.001888	0.004603
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Yersinia|s__Yersinia_aldovae	0.000993	0.000833	0.000535	0.001163	0.001065	0.000615	0.001371	0.000810	0.000414	0.001424	0.001152	0.000953
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Ornithinimicrobiaceae|g__Serinicoccus|s__Serinicoccus_chungangensis	0.001959	0.001129	0.001314	0.000620	0.003590	0.000615	0.001339	0.001439	0.000403	0.007916	0.001349	0.002580
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_coralliilyticus	0.003396	0.002361	0.002183	0.001111	0.003474	0.002671	0.003885	0.001492	0.000261	0.006161	0.003629	0.006114
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales|f__Micromonosporaceae|g__Micromonospora|s__Micromonospora_coxensis	0.002273	0.001354	0.001381	0.002119	0.002779	0.000461	0.001437	0.001663	0.000414	0.005598	0.001054	0.002023
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Ottowia|s__Ottowia_oryzae	0.002142	0.001198	0.000936	0.000620	0.000996	0.000692	0.001371	0.001737	0.000610	0.002583	0.001250	0.001697
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Marivivens|s__Marivivens_sp	0.001803	0.001649	0.000646	0.000956	0.000903	0.001614	0.001306	0.001791	0.000261	0.001225	0.001667	0.002371
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Mycetocola|s__Mycetocola_sp	0.001541	0.003334	0.001270	0.000594	0.001390	0.001153	0.001894	0.001215	0.000272	0.003511	0.002084	0.002162
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Chryseobacterium|s__Chryseobacterium_joostei	0.002560	0.004097	0.000757	0.002351	0.005443	0.003671	0.002547	0.001034	0.000250	0.004703	0.003237	0.002580
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_jensenii	0.002325	0.004202	0.000913	0.006304	0.008083	0.003863	0.002873	0.001364	0.000250	0.005896	0.003335	0.006998
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bartonellaceae|g__Bartonella|s__Bartonella_sp	0.005382	0.004375	0.001938	0.003643	0.005466	0.004459	0.002285	0.001396	0.000250	0.003975	0.005394	0.005742
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_vini	0.002116	0.001528	0.001025	0.001292	0.004887	0.002364	0.001437	0.000767	0.000250	0.003412	0.003016	0.004952
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Pirellulales|f__Thermoguttaceae|g__Thermogutta|s__Thermogutta_terrifontis	0.002168	0.003768	0.001715	0.000594	0.000973	0.000519	0.001535	0.000746	0.000250	0.001292	0.002697	0.002139
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Marinomonas|s__Marinomonas_primoryensis	0.002377	0.002483	0.000512	0.002351	0.003984	0.002076	0.002645	0.001354	0.000479	0.002650	0.002746	0.003906
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Prochlorotrichaceae|g__Halomicronema|s__Halomicronema_hongdechloris	0.001385	0.001493	0.000512	0.006252	0.001807	0.003729	0.001339	0.001183	0.000555	0.001590	0.001741	0.002395
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_synxantha	0.006976	0.003490	0.001782	0.001809	0.003775	0.001999	0.004408	0.004679	0.000250	0.003511	0.003751	0.002906
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_peucetius	0.001254	0.001736	0.000757	0.001964	0.001112	0.001980	0.001632	0.000863	0.000250	0.003776	0.001300	0.001511
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter|s__Caulobacter_segnis	0.003083	0.002240	0.000958	0.000594	0.001621	0.001365	0.004897	0.003080	0.000305	0.004604	0.002893	0.001651
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bacteriovoracales|f__Bacteriovoracaceae|g__Bacteriovorax|s__Bacteriovorax_stolpii	0.002377	0.001493	0.001337	0.001447	0.004933	0.002402	0.003722	0.001194	0.000250	0.005763	0.004168	0.004371
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sicca	0.004755	0.001823	0.001849	0.000775	0.001390	0.000442	0.003820	0.000682	0.000610	0.001490	0.002378	0.002209
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Orbales|f__Orbaceae|g__Orbus|s__Orbus_sp	0.001385	0.002327	0.000802	0.001395	0.003034	0.002671	0.002514	0.002036	0.000250	0.001457	0.002280	0.003069
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_inopinata	0.000888	0.001736	0.000847	0.000594	0.002200	0.000730	0.001894	0.001588	0.000501	0.001457	0.000760	0.002395
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Oceanihabitans|s__Oceanihabitans_sp	0.004650	0.003281	0.000713	0.000594	0.002988	0.001922	0.004897	0.002654	0.000381	0.005995	0.005492	0.003580
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Kurthia|s__Kurthia_zopfii	0.003057	0.001476	0.000512	0.002325	0.002733	0.003479	0.001339	0.000405	0.000294	0.002683	0.000736	0.003255
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus|s__Aerococcus_urinaeequi	0.001437	0.001875	0.000512	0.001757	0.010724	0.001768	0.003526	0.006022	0.000501	0.003577	0.001422	0.003743
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae|g__Microbulbifer|s__Microbulbifer_aggregans	0.002273	0.002292	0.000691	0.000930	0.003266	0.001095	0.003591	0.001247	0.000250	0.006161	0.004340	0.004882
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Marisediminicola|s__Marisediminicola_antarctica	0.002168	0.001389	0.000958	0.000594	0.003729	0.001095	0.001632	0.000416	0.000316	0.003842	0.001716	0.001418
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Buttiauxella|s__Buttiauxella_agrestis	0.001777	0.001840	0.001827	0.001421	0.002131	0.000769	0.002220	0.002153	0.000250	0.002020	0.001692	0.001093
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Arcobacter|s__Arcobacter_nitrofigilis	0.001019	0.002014	0.000512	0.000930	0.003011	0.001345	0.001600	0.000544	0.000936	0.003080	0.001373	0.002255
